name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2769.4,,,,,,,,,,2789.9,,,,,3225.9,,,3375.7,,3311.6,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15500.8,,,,,,,,,,15184.3,,,,,15798.4,,,14520,,15930.7,,,,,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13573.7,,,,,,,,,,16345.1,,,,,16619,,,17136.4,,18942.9,,,,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41551.5,,,,,,,,,,49915.1,,,,,53175.7,,,56379.8,,56049.4,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107611.4,,,,,,,,,,72790.9,,,,,70593,,,65399.6,,65452.5,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9868.6,,,,,,,,,,12289.1,,,,,13646.9,,,13026.9,,12600.5,,,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4358.8,,,,,,,,,,13133.5,,,,,18580.7,,,28221.6,,40328.2,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37410.3,,,,,,,,,,25129.4,,,,,25955.4,,,26823.8,,26146,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624476.8,,,,,,,,,,465548.5,,,,,493750.9,,,510601.5,,533546,,,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29672.1,,,,,,,,,,41797.5,,,,,51299.1,,,55143.7,,60310.2,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5628.2,,,,,,,,,,7078.1,,,,,7662.4,,,9131.9,,9732.9,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11939.7,,,,,,,,,,8650.9,,,,,7563,,,6726.4,,6589,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.7,,,,,,,,,,1690.6,,,,,2276.8,,,2339.7,,2339.1,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6451.4,,,,,,,,,,4432.3,,,,,4063.5,,,4014.6,,3984.7,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033.9,,,,,,,,,,2871.1,,,,,2979.9,,,2912.5,,2901.7,,,,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17378.7,,,,,,,,,,19511.6,,,,,26568.5,,,28904.7,,28956.4,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53368.8,,,,,,,,,,59430.1,,,,,65347.6,,,67187.3,,65311.3,,,,,
South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723335.3,,,,,,,,,,798742.9,,,,,849970,,,889086.8,,914938.7,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32795,,,,,,,,,,35105.4,,,,,36314.1,,,36476.4,,36824.1,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11514.2,,,,,,,,,,9607.2,,,,,10294.5,,,11353.2,,11630.9,,,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496657.4,,,,,,,,,,502265.6,,,,,527371.3,,,589374.1,,582797.6,,,,,
Sub-Saharan Africa (developing only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496657.4,,,,,,,,,,502265.6,,,,,527371.3,,,589374.1,,582797.6,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47141.6,,,,,,,,,,64406.9,,,,,70661.4,,,100992.6,,94638.7,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11519.3,,,,,,,,,,11466.3,,,,,11500.9,,,11390.1,,10844.8,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.8,,,,,,,,,,5126.2,,,,,4953.4,,,4946.1,,4992.4,,,,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8384.9,,,,,,,,,,12608.8,,,,,11901.2,,,12503.8,,12532.1,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4299,,,,,,,,,,3303.6,,,,,3884.9,,,4507.7,,4942.8,,,,,
"Tanzania, United Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26890.9,,,,,,,,,,29123.6,,,,,33609.9,,,25359.6,,27445.1,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84955.6,,,,,,,,,,83448.4,,,,,89387.8,,,97443.8,,104410.5,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089.4,,,,,,,,,,3439.6,,,,,3731.9,,,5866,,5237.9,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3037.6,,,,,,,,,,5527.5,,,,,11054.7,,,13508.6,,14499.1,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4054.8,,,,,,,,,,6880.6,,,,,7245.4,,,6949.3,,7497.3,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43852.7,,,,,,,,,,56263.6,,,,,64356.5,,,75651.5,,77306.9,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29846.4,,,,,,,,,,21217,,,,,29513.1,,,32847.9,,26545.9,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122284.7,,,,,,,,,,85243.9,,,,,70883.8,,,68265.2,,68397.6,,,,,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13414.2,,,,,,,,,,19913.2,,,,,22255.6,,,23939.1,,25607.6,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117309.7,,,,,,,,,,85893.9,,,,,64386.6,,,60813.5,,61173.7,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635108.2,,,,,,,,,,553739.7,,,,,535814.7,,,545325,,524688.1,,,,,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2134876.2,,,,,,,,,,2183783.3,,,,,2708928.2,,,2905220.7,,3055373.6,,,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15752.1,,,,,,,,,,18183.2,,,,,19751.6,,,20571.4,,19165.2,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32947.4,,,,,,,,,,37079,,,,,42352.8,,,46338.7,,46862.1,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, Bolivarian Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43935.4,,,,,,,,,,57498.2,,,,,57497.4,,,60048.6,,57072.3,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60474.3,,,,,,,,,,75418.2,,,,,94325.4,,,106432.8,,111337.5,,,,,
"Virgin Islands, U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6426561.9,,,,,,,,,,6292290.6,,,,,7019385.5,,,7315417.3,,7515150.3,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3912.6,,,,,,,,,,6121.1,,,,,7761.1,,,8292.4,,8764.7,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29119.3,,,,,,,,,,18099.8,,,,,21191.6,,,6121.2,,6422.9,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10256,,,,,,,,,,9671.6,,,,,9657.9,,,8455,,8420.5,,,,,
