name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
East Asia & Pacific (developing only),,,,,,,,,,,,443.8807486,453.1877017,460.1789837,461.7618964,494.6738868,503.1036318,536.7418672,570.0958405,575.3233709,569.4552304,561.2871089,568.662879,580.4235535,601.2014848,609.7160544,623.4133988,640.8958026,662.4709011,669.2196067,711.4086258,694.930646,708.2144591,739.5739009,759.9488145,802.6918048,818.7042741,817.1291398,807.8518003,819.2160359,858.3496081,868.9367783,908.277509,1002.379479,1121.162025,1192.118781,1273.443745,1325.055148,1365.418495,1447.823345,1576.314033,1677.298415,1753.137666,,,
Ecuador,,,,,,,,,,,,357.9752757,360.600662,355.6864606,419.1307853,449.6611254,486.7903288,568.0737053,569.8219469,586.0520965,626.3768501,635.0927279,666.6358074,602.7434363,629.494548,620.7640148,603.0214911,602.4700625,615.7184297,574.6323183,619.4925957,636.0043621,629.2207774,573.4877456,600.2876262,687.9606411,709.5379972,721.6875887,726.9798708,641.723469,698.0743544,727.858304,739.4463426,716.5295419,764.7503691,739.7337009,784.9171183,813.196373,835.7359008,881.2372756,897.37244,916.4063653,935.2038358,,,
Egypt,,,,,,,,,,,,219.5357527,237.1248825,216.3095999,237.4446848,253.8439552,289.2132279,308.7768962,311.98651,335.2089493,349.2511521,397.0850664,423.8550919,458.0470394,494.5234596,521.0278098,520.6842956,539.6019729,537.7992684,558.6280106,573.2002326,560.5601736,563.1669472,572.6659579,540.777157,563.9073073,587.8573038,601.0004298,632.3852451,634.9407134,595.3575556,656.0799868,664.2941749,676.7922727,718.0575598,821.379087,852.6532632,897.4570779,915.9236763,919.9237646,887.6501789,911.1614609,913.0613871,,,
El Salvador,,,,,,,,,,,,465.3104228,484.9678882,500.0719949,499.2930366,544.9278787,615.652699,622.1297874,645.7735881,618.2074293,550.2683344,585.0578389,595.2355138,564.1108247,567.9969023,533.3018217,457.0785525,503.4817697,463.7397737,469.2855494,470.0442605,510.061681,525.4537065,546.0565078,571.4162704,600.9973978,568.8173878,624.0967623,637.0920882,656.5433215,682.5958269,710.1182294,720.3532812,748.5658614,739.459441,757.9345662,793.3038249,748.119993,749.0844324,699.6094575,698.2872349,708.6689673,720.3659675,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.008814,1995.634848,2327.641478,2641.942451,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.580928,292.3263249,301.8185942,315.3204945,327.0101336,319.1649298,202.7251967,204.5327578,200.2432142,202.9345506,197.5498689,204.7340806,182.9219392,182.018685,161.9142095,163.5456423,150.4773323,157.9449789,158.7595615,160.0662106,162.8630525,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6232.731998,5841.390649,4283.158664,3639.269192,3752.387328,3624.431136,4043.289955,4010.915768,3695.170673,3486.905159,3374.70839,3541.512051,3415.780621,3798.038257,3893.395472,3846.392943,3775.035083,4243.648,4105.417736,3648.978843,4222.73719,4237.729191,4174.387766,4475.806849,,
Ethiopia,,,,,,,,,,,,436.5060793,434.7401014,435.1922515,434.7449752,432.7997028,432.7327306,432.4058084,433.7115987,434.3284187,434.6658996,435.3076812,434.0054601,434.3833261,433.0894882,432.9443619,434.5660205,437.1822695,436.7872554,437.1298209,437.9536557,436.9609658,431.099075,433.2790169,434.5549495,435.747253,436.3492679,435.0928536,435.2295426,434.4577545,435.1269753,438.9585749,439.1884096,440.5976395,441.2828523,439.7145922,440.955831,442.8769739,451.8584633,458.4935595,469.7493362,483.1945814,493.4723875,,,
Euro area,1402.873124,1454.225886,1566.554259,1685.164658,1761.178485,1815.536631,1864.042124,1940.645619,2092.597171,2262.284425,2745.763673,2782.219717,2920.561986,3108.286384,3064.904617,2930.944341,3139.952379,3103.935703,3221.879901,3351.84383,3290.513609,3180.726474,3071.765945,3095.152322,3199.83085,3296.843836,3327.824134,3397.801923,3424.382031,3486.388171,3509.759771,3557.821944,3470.255483,3434.139499,3417.919558,3518.025638,3622.469122,3611.03827,3666.971738,3656.340324,3692.511079,3775.780175,3753.214087,3808.189745,3843.047816,3828.916746,3819.974803,3739.834212,3712.752157,3496.325862,3618.758133,3478.877758,3446.58313,3408.109574,,
Europe & Central Asia (all income levels),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3756.601963,3724.693787,3505.223947,3380.796971,3194.581491,3208.073395,3245.586324,3181.094118,3173.515937,3168.877441,3192.458044,3238.837374,3238.649608,3321.225288,3350.607278,3348.294622,3390.689029,3361.648859,3365.641532,3144.485989,3310.822169,3286.875354,3285.26877,,,
Europe & Central Asia (developing only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876.245561,2742.120443,2450.004976,2231.794352,1998.03894,1979.642902,1922.706768,1864.340123,1838.254844,1770.05182,1785.021785,1768.630081,1831.895768,1911.359442,1953.239919,1944.756437,2017.577295,2060.28927,2066.268233,1862.01202,1982.834753,2056.94329,2040.63449,,,
European Union,1720.316626,1761.406449,1869.038118,1979.025516,2045.754989,2095.115359,2138.189889,2203.484043,2337.959904,2507.863081,2893.78944,2909.72954,3014.122033,3175.811795,3121.956208,3041.746423,3222.303499,3234.385774,3337.784794,3462.397733,3369.388424,3256.810064,3196.650709,3204.902756,3270.420954,3383.168517,3428.204854,3490.278988,3505.8218,3511.019834,3441.073126,3438.996473,3348.061843,3332.159892,3310.243437,3397.604059,3508.79163,3468.85672,3485.299806,3450.550492,3468.716138,3542.689868,3523.218978,3582.018785,3605.939865,3600.643786,3600.516981,3527.604542,3497.247739,3286.52135,3410.971377,3282.912664,3253.824446,3296.154406,,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.253639,,,,,,,,,,,,,,813.8277398,703.3170281,675.6185112,627.7486466,,,,,,,,
Finland,2196.953067,2252.77869,2361.743876,2478.912009,2678.383166,2887.694106,3065.438676,3126.426045,3342.703258,3668.523299,3872.223019,3939.211088,4188.160677,4507.556984,4383.848118,4181.810657,4459.859609,4516.248068,4664.523176,4963.535508,5146.642299,4934.588468,4805.493882,4823.858831,4910.523018,5269.892371,5482.578423,5960.692586,5590.436514,5753.639283,5691.571186,5742.784229,5380.993068,5617.215378,5972.554273,5661.903876,6070.212094,6276.951692,6319.326601,6283.958258,6236.280645,6395.274448,6704.086722,7056.604107,7106.633447,6536.871228,7092.733602,6965.423392,6649.197623,6241.870987,6807.770402,6463.986042,6151.402917,5932.756043,,
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,425.8925898,426.5785597,438.6433771,460.6014125,456.8718191,454.6810257,458.0508211,476.3677879,484.4199745,496.1227391,505.2272403,510.1159301,518.3771372,526.0131104,536.5812021,521.7522944,539.5990207,557.6508743,574.1175594,576.3830733,575.744668,604.5557075,562.3545118,538.7470582,547.6356271,547.5247463,556.6626776,547.0201625,550.8885109,560.3474003,538.8444873,537.8224542,563.0901375,574.8570524,590.1294999,565.3806486,571.6294197,,,
France,1692.261779,1737.68936,1852.735771,1974.481719,2075.934102,2101.175153,2115.415959,2241.911395,2355.255379,2532.910636,2947.089402,3021.52658,3160.804837,3370.715782,3235.810603,3040.628745,3228.60445,3155.621469,3353.634615,3482.360049,3465.260917,3369.710252,3272.052745,3339.633548,3440.374205,3588.714432,3622.969063,3690.651453,3652.298741,3780.079086,3828.327227,4043.014132,3953.917265,4001.817948,3836.059379,3981.329266,4191.933178,4049.270035,4151.644749,4123.553948,4136.648114,4246.518323,4225.729726,4271.259852,4302.119721,4283.802893,4193.2213,4116.761236,4113.462713,3916.837756,4016.115671,3850.290627,3844.155227,3826.847224,,
Franch Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.4670671,,,,,,,,,,,,,,645.4116487,666.671156,672.3095851,670.5666825,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,1778.963795,1707.306293,2308.828497,2471.275416,1998.782551,1876.543824,2000.900136,2218.72688,1917.628425,1884.533679,2062.47517,2069.787851,2074.422789,1879.430211,1638.255324,1593.006885,1470.396646,1512.396933,1370.189112,1240.621085,1247.071307,1298.096353,1337.818682,1155.325068,1234.477642,1252.665984,1236.017688,1281.973448,1217.440445,1194.130476,1252.477914,1229.364594,1213.474315,1216.34123,1250.756835,1263.524544,1281.681891,1289.600411,1324.567409,1370.617198,1380.061345,1371.065436,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.39829801,,,,,,,,,,,,,,77.43450869,74.97178145,76.62675578,86.56464622,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585.594752,2079.052503,1776.767826,1548.32339,963.6385141,786.9537389,811.5476268,725.5223321,677.3362601,624.9365525,649.3823416,585.9948933,583.8739959,624.936589,643.8885673,651.2890356,689.2933151,761.3993711,685.3777545,701.7894307,701.1976734,790.5621912,825.1566571,,,
Germany,1952.588632,1994.324633,2124.848539,2281.289928,2341.146313,2378.339732,2387.684875,2388.412347,2561.522585,2772.010929,3860.864936,3895.264726,4017.337385,4240.061862,4158.271626,3984.974239,4314.581637,4336.087404,4483.880847,4685.296728,4562.295973,4399.499823,4257.864407,4268.048912,4447.316635,4598.138495,4589.153656,4616.397062,4629.177666,4514.704706,4420.007048,4301.575341,4189.474036,4121.236088,4087.043747,4117.692892,4244.935487,4201.557252,4175.413699,4077.85374,4091.893777,4207.67056,4106.164975,4082.34756,4112.123368,4084.331669,4202.74963,3983.879185,4035.095915,3788.722838,4004.35311,3801.10411,3885.879676,3873.634304,,
Ghana,,,,,,,,,,,,339.45104,348.9318908,359.8669577,367.8777587,372.2416594,365.3959791,381.515147,374.5502676,370.5354206,372.4742352,378.6335154,376.708897,308.6590058,318.74292,342.2553903,345.3685618,363.8521048,346.4742387,363.6040432,361.6994092,363.9694268,366.5226451,373.5246659,378.391507,386.091968,389.8753898,398.1232294,411.3775687,417.5491799,405.3275661,406.3402945,401.6551597,380.965237,376.0286765,367.7572104,378.486391,369.6575748,359.309141,367.2334911,380.9264465,384.5350842,396.5816995,,,
Greece,289.057068,322.4905782,350.1012579,367.8114303,433.5593423,478.7558566,547.1970016,607.7021559,652.081597,725.5256154,872.783728,984.0420762,1134.786493,1322.763942,1256.348735,1298.204363,1386.100466,1469.549429,1525.443536,1597.925925,1553.781616,1505.279387,1537.277697,1599.07022,1652.729981,1766.766154,1673.818047,1791.833386,1902.914451,2093.114345,2110.935697,2107.617548,2135.890956,2089.740909,2130.124272,2132.55247,2185.426923,2257.731635,2364.566936,2363.534199,2480.99974,2557.012185,2578.425275,2644.612012,2686.520627,2726.669181,2715.929902,2706.860663,2719.237284,2631.085488,2475.483828,2404.446809,2393.721551,2170.029986,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.1274432,,,,,,,,,,,,,,720.8470927,767.3553438,784.435255,781.9514032,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,490.2469135,491.4734424,499.0916608,498.7288841,534.1758199,556.1527577,574.3593563,573.0367422,592.1659677,532.7370667,504.5679462,482.7124778,454.2387157,467.5986825,464.4262968,435.0183126,448.694682,455.7249371,461.9775544,481.6400462,483.2956846,497.3442978,483.5862611,497.177796,513.6816797,515.3009244,526.3260333,558.7479507,599.1347918,602.3554454,600.1884488,590.4787468,599.1219839,602.4444096,591.6384907,587.2352056,616.7345853,578.1023567,649.2536118,691.9776944,724.2858795,720.4441816,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.66280127,,,,,,,,,,,,,,60.06358359,59.47563003,60.21665954,62.19955976,,,,,,,,
Haiti,,,,,,,,,,,,313.8591121,317.810226,320.4129293,327.9829745,333.5165242,346.9438793,350.433911,358.0343268,364.4344996,366.1507318,298.0026546,301.8476928,303.4110312,299.2417068,294.7660128,224.2921343,226.3269714,229.2577624,228.8516555,219.7930542,215.1461933,219.0754969,207.659099,187.1617795,216.526855,244.0000362,252.4630934,248.1680657,247.1060383,235.1446369,236.2887406,261.3743315,247.0832073,250.8715146,367.6968166,372.7250999,384.5137752,383.5157283,383.2313013,379.6718414,387.3685175,395.6924929,,,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,2763.959491,2795.140666,2913.425272,3064.456399,3170.367237,3255.389736,3381.296893,3524.120215,3714.942335,3919.678719,4247.142476,3871.999742,4018.285127,4200.557523,4106.521844,3978.49454,4198.528835,4264.537613,4364.274145,4440.911146,4308.714652,4173.990276,4046.859495,4038.661178,4163.761326,4220.701367,4241.73873,4353.829134,4466.30415,4510.732402,4621.167114,4634.659013,4592.100086,4580.923523,4556.662491,4596.133963,4690.433358,4675.830505,4664.501168,4730.671654,4810.070589,4790.05276,4797.012776,4840.445805,4909.100526,4903.486981,4912.504754,4902.245673,4852.708418,4612.030722,4790.87535,4705.290696,4678.283219,4672.869756,,
High income: nonOECD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4387.24025,4391.510411,4158.790276,3989.132984,3705.161548,3639.984659,3672.210917,3568.521954,3576.203699,3653.139322,3717.544259,3783.846468,3822.923144,3931.428762,4015.964477,4034.614288,4206.301131,4233.994035,4374.167784,4205.196831,4515.656923,4584.669873,4711.507046,,,
High income: OECD,2763.959491,2795.140666,2913.425272,3064.456399,3170.367237,3255.389736,3381.296893,3524.120215,3714.942335,3919.678719,4247.142476,4095.40471,4257.841662,4452.858381,4350.464565,4214.229872,4450.82856,4519.913936,4619.355302,4694.97741,4537.172176,4382.767841,4240.631839,4226.591997,4371.275014,4440.040976,4458.645299,4572.225115,4685.897628,4734.886516,4689.410919,4705.421466,4717.280915,4751.92001,4802.678854,4874.339827,4986.732365,4998.134948,4981.339832,5044.237548,5127.593431,5082.199015,5079.430939,5103.609304,5168.889274,5156.455723,5118.520019,5097.859283,4992.652921,4731.544593,4872.081063,4741.017518,4668.382368,4672.869756,,
Honduras,,,,,,,,,,,,502.1392083,499.2770432,503.8102036,496.8347987,495.5145789,499.84352,512.6054283,509.4119515,510.2139113,514.4590196,495.814141,520.3932171,494.9186021,490.9875518,472.2655398,470.2861693,481.3199566,489.7219923,495.5022256,485.2944805,476.1724244,483.3355439,481.1323416,486.8787922,505.0830457,495.2980888,528.9015643,555.5525484,478.1478033,479.0850029,506.2745397,516.4041366,550.5585014,582.257818,597.3643717,569.943267,657.3986397,640.7357562,603.417969,607.9910713,625.4323673,656.1944207,,,
Hong Kong,,,,,,,,,,,,741.963266,760.612814,747.5792154,805.4912095,813.399229,894.1460823,997.7755961,1078.838565,918.3852973,914.0082163,995.0381989,1082.685345,1153.427999,1155.41618,1205.031707,1369.176773,1465.545837,1639.490724,1654.389399,1515.886055,1544.077191,1839.909318,1763.903237,1777.611757,1729.631422,1627.306658,1528.595072,1987.152834,2426.537652,2033.435109,2131.222614,1981.917231,2038.247459,1917.10017,1884.978277,2011.839553,2120.533667,2058.17701,2159.51569,2010.254549,2143.780898,2045.275627,,,
Hungary,,,,,,1426.89966,1447.937954,1476.049576,1506.999492,1607.81594,1730.162867,1836.349752,1880.538798,2039.367028,2101.987075,2173.246968,2311.173366,2428.82933,2674.059334,2638.204969,2646.304187,2630.042921,2630.758481,2594.394779,2697.394146,2794.251944,2787.684172,2894.827453,2863.97624,2874.895807,2774.492028,2642.922571,2423.179448,2481.448412,2406.688352,2503.077801,2572.974361,2527.301626,2502.204047,2490.712604,2448.140338,2512.67485,2520.152466,2580.207496,2579.291721,2731.039703,2713.257084,2658.036373,2636.646773,2480.637257,2568.379893,2504.334706,2365.716695,2312.992048,,
Iceland,3082.711563,2916.706232,3028.298369,3279.602269,3306.815957,3444.551345,3639.770926,3594.361789,3924.13444,3553.476685,4231.992095,4378.310318,4403.969647,5268.965745,5132.197074,5071.635341,5085.581002,5602.870166,5710.710084,6515.059694,6560.998168,7178.869364,7076.207988,7254.286281,7531.269963,7334.901928,7605.56378,7857.454883,7882.473773,7983.037508,8195.710014,7954.343922,7792.562544,8267.126742,8208.434672,8421.59062,8873.655714,8952.649671,9407.999358,10670.5398,11023.1646,11363.58117,11423.79566,11305.96053,11531.68718,11729.26931,13690.21535,15522.1494,16868.46831,16904.90394,16882.49943,17964.44357,17755.60621,16678.89574,,
India,,,,,,,,,,,,276.1436662,276.1785779,277.1467983,282.1250409,285.8744606,290.8908369,292.2315333,286.7533971,293.4173573,294.2418944,302.7382243,307.5975824,310.5554116,316.7485156,325.7795644,330.5466464,336.0245867,346.7487931,355.8552272,363.425954,370.1640666,377.50702,378.7114733,385.8420902,399.4819515,404.5971624,412.5965191,414.9082751,430.7781594,433.2579409,432.9661623,438.4623547,441.8256926,459.8067312,471.6644669,490.2664295,511.8693787,528.1754437,573.6313128,586.9569793,602.6866721,623.7195563,,,
Indonesia,,,,,,,,,,,,297.2005884,301.3579908,307.0773827,310.3150983,314.6231287,320.8218717,347.8682044,363.4595869,371.4507253,377.6795971,388.2875879,388.834625,387.096696,393.5148661,398.9134439,431.1888241,436.663235,440.1841741,456.7100733,543.5153265,560.3288177,574.296185,620.5366191,611.5157462,664.1412379,678.0253244,690.7269051,666.1335368,688.1454374,735.6998162,742.8051155,760.0659472,752.1077476,791.1893444,794.6244326,802.6793437,788.5257754,793.7013588,838.6644901,866.7853252,838.7564498,861.1061675,,,
"Iran, Islamic Republic of",,,,,,,,,,,,567.2097013,541.7485526,668.126412,772.2829107,814.0118308,898.580676,974.9108633,913.5807294,999.530582,984.4817535,1066.021113,1197.782195,982.1314846,1096.680032,1137.520659,1100.511229,1079.859111,1064.664359,1210.549003,1234.424844,1341.72004,1391.902601,1481.27733,1625.438217,1678.149647,1592.567081,1750.128512,1748.927932,1948.328338,1868.160473,1997.535664,2039.149322,2082.041664,2244.378357,2462.220114,2544.220898,2662.285807,2821.186915,2828.010384,2794.519436,2825.094187,2883.393307,,,
Iraq,,,,,,,,,,,,402.5506674,405.0619226,425.4081916,447.7009281,521.6617449,624.8561612,626.2007767,691.2898179,799.3445422,706.9035324,681.9835411,690.1908141,810.4618885,807.6962285,886.7555114,982.739155,957.7769814,1135.04547,1211.688916,1127.597376,914.0558224,1312.490535,1621.865184,1782.826042,1708.741904,1604.611379,1810.424857,1299.290725,969.4387162,1100.182734,1110.309935,1123.726692,1056.796091,1021.963691,994.4394625,775.8063351,833.6683139,977.2903825,1107.65508,1216.840164,1255.234682,1374.108061,,,
Ireland,1318.812487,1396.466152,1412.729677,1453.962105,1522.194973,1511.904911,1629.591872,1767.425106,1881.149354,1974.588853,2023.631076,2245.32344,2194.513065,2238.471783,2268.08988,2083.994921,2110.191937,2203.821522,2178.720976,2534.338644,2413.156353,2392.953953,2356.894257,2336.183558,2346.17853,2438.438397,2503.498894,2608.806581,2592.838648,2655.244974,2820.183075,2827.618707,2774.392358,2813.768906,2941.293499,2945.552326,3126.870304,3244.861494,3421.470274,3535.492569,3592.876173,3734.730073,3691.805866,3550.45676,3550.554731,3449.405444,3404.141622,3420.201039,3296.556399,3124.785051,3131.998364,2887.251644,2887.61967,2912.216357,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,1870.109156,1756.331004,2368.436852,1732.933373,2032.764399,1832.148033,1786.487683,1849.399187,2005.813524,2017.276947,1840.735339,1958.317043,1793.922046,1828.539072,1788.996693,2102.245871,2278.479286,2451.745835,2488.923417,2460.465451,2324.539301,2580.969354,2634.674016,2738.399704,2796.251578,2801.208363,2881.128341,2885.726511,2737.736653,2899.426618,2973.042708,2862.795738,2949.300417,2825.755911,2666.295869,2889.302635,2883.002744,3129.127764,2873.876109,3042.820321,2982.622396,3068.98325,3079.381972,,
Italy,794.8160447,890.6883461,1007.048347,1119.723172,1221.730806,1316.462854,1431.074487,1551.519173,1698.42756,1832.499918,2026.217475,1949.148723,2050.737877,2175.587546,2212.206692,2106.078748,2264.057187,2204.179807,2247.565517,2340.042035,2318.4273,2265.93109,2206.542734,2203.864188,2253.718924,2284.811298,2311.548072,2407.256353,2462.796778,2566.108925,2583.888077,2645.673237,2627.340008,2611.990438,2578.465978,2799.375762,2796.154736,2834.402946,2912.947365,2957.311486,3012.211613,3020.621195,3020.791231,3129.164427,3153.029834,3169.684812,3124.746003,3070.090288,2988.916246,2787.930187,2876.115537,2819.717189,2667.12781,2561.855617,,
Jamaica,,,,,,,,,,,,1060.564066,1331.986087,1491.030019,1375.001259,1332.213115,1193.470042,1153.486527,1186.72869,1214.385348,1068.191749,1073.88429,1040.311804,893.2385755,879.9504364,746.1598373,750.1635414,765.4628605,778.5146834,968.7856331,1165.114226,1161.69086,1214.232593,1208.885287,1222.981933,1291.189516,1344.554793,1331.644087,1371.668661,1402.317688,1478.859298,1474.257318,1371.261213,1420.454567,1430.808479,1406.221665,1573.989028,1577.651822,1324.081358,1132.993161,1000.794552,1063.147863,1036.3165,,,
Japan,873.9103148,962.9071127,1003.752254,1136.484868,1260.474547,1361.587239,1476.997495,1720.549744,1938.456833,2193.610127,2458.357094,2531.088536,2667.04675,2964.208218,2924.245711,2725.159326,2876.800853,2899.904218,2898.338814,3044.052844,2950.135346,2864.368651,2840.608439,2823.877099,3017.815203,3005.238104,3020.560481,3044.115086,3242.678688,3350.726291,3555.423905,3581.711574,3651.810898,3667.012237,3854.76311,3940.642846,4013.605668,4047.313898,3962.524185,4017.270273,4091.710027,4017.518321,4005.24416,3963.960663,4089.776896,4073.008507,4064.754603,4024.272115,3867.459172,3689.360711,3894.807066,3614.187775,3545.595936,3559.665225,,
Jordan,,,,,,,,,,,,312.8266679,330.3402756,363.7408325,371.4758169,416.2110497,516.0914664,508.8378377,601.133933,594.247544,697.9848693,836.195543,913.8355465,953.3836123,1009.418724,989.943646,1023.250729,1046.185875,1000.947422,972.510144,1032.882019,954.2564175,1018.518886,964.093702,994.1078552,1025.442193,1020.557688,1014.436319,1021.853856,993.1709402,1013.977069,979.9566809,1004.459508,1002.282146,1175.683554,1233.950102,1237.893967,1273.531355,1221.666091,1260.824176,1175.015217,1142.90309,1206.662077,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492.853071,4555.897511,4796.144252,4018.469398,3612.138067,3303.267667,2911.34437,2575.6706,2610.078626,2406.248924,2397.202335,2324.54767,2674.255674,2891.093028,3383.074452,3358.971122,4012.785075,4267.99306,4457.168113,3944.317924,4234.926567,4670.990783,4457.796822,,,
Kenya,,,,,,,,,,,,451.4831208,455.5136009,450.9927924,451.3030905,445.6523504,450.4869758,455.6260617,452.2507496,451.3688228,450.857781,446.3350816,437.6522869,428.784336,437.0103068,439.4354874,461.7447505,464.0093368,459.308469,460.1296316,454.412008,447.9001829,445.1118057,442.2455664,434.0754798,442.5142115,446.6886093,441.0076608,446.7753917,445.8418863,452.4028015,447.4947965,442.6692112,441.011301,452.5263478,458.0646603,467.173152,464.2694576,467.7177928,483.3633512,491.1715499,489.5975017,482.7870066,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2261673,,,,,,,,,,,,,,88.3538572,86.64666573,106.0929162,114.2145156,,,,,,,,
"Korea, Democratic People's Republic of",,,,,,,,,,,,1310.628966,1324.591979,1319.625628,1348.036454,1367.708977,1429.018354,1486.250767,1577.909109,1668.72849,1747.782876,1769.110954,1819.877117,1856.857573,1871.855723,1917.080859,1857.986531,1764.082898,1771.18114,1739.196166,1645.115263,1545.75546,1329.920047,1204.222197,1085.205776,1010.167816,878.0127731,827.9773422,765.6056012,813.0765263,863.2534068,883.9586935,841.5998105,854.0404815,866.9330931,895.763271,898.7926815,758.9452448,831.7106592,816.9633387,771.2954581,567.9163703,568.6662868,,,
"Korea, Republic of",,,,,,,,,,,,516.1107493,551.2581164,632.250969,675.2741086,693.3380479,758.2438194,866.0208045,935.264924,1063.677945,1082.192595,1046.414133,1095.503315,1168.980654,1257.116476,1302.102371,1477.312772,1579.665746,1761.014799,1857.298321,2167.339608,2306.643472,2534.341028,2814.188231,2958.40773,3210.132036,3454.854851,3726.157766,3377.635074,3708.705213,4002.671284,4034.409286,4172.451559,4236.408084,4336.555285,4368.433351,4418.579253,4573.064867,4639.470288,4661.183825,5059.501441,5232.439477,5268.367684,5221.627068,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.6229412,1117.887034,1112.361438,1170.289281,1176.078333,1140.701028,1143.50034,1179.758441,1268.199931,1382.425173,1405.518449,1411.850201,1312.28008,,,
Kuwait,,,,,,,,,,,,7574.822379,7799.592038,7688.552325,6891.06284,6164.515923,6301.377096,6428.354894,6634.047693,7925.350532,7549.677753,7088.734859,7547.44528,7677.126853,7599.668259,8083.075744,8330.574084,8617.077088,10074.36166,11470.24911,4424.916166,1341.033625,,,,9084.983119,8932.507726,8765.081933,9553.778718,9770.839629,9746.425184,10083.98098,10106.30223,10496.755,10833.5546,11662.26999,10788.96488,10395.11761,10661.66585,10947.5459,10525.5562,10040.44016,10121.43798,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.814629,1520.614526,1102.747265,856.8944141,618.8666918,522.7973423,595.7127733,552.1797547,578.9148668,498.4081894,473.3792667,435.8761198,485.2886369,511.2523546,497.8686309,498.5427885,485.4189023,560.6182143,593.9464531,535.8168781,505.4022651,600.2852428,736.8217649,,,
Lao People's Democratic Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (all income levels),,,,,,,,,,,,805.6134691,823.5484222,861.8791842,891.2709296,895.966264,918.3883088,943.8762571,979.3524426,1012.236694,1048.187155,1036.406955,1034.622661,1012.978692,1031.104978,1032.998969,1035.152849,1054.543912,1051.460729,1056.838044,1047.98931,1052.713846,1063.051779,1045.936198,1086.202844,1078.077198,1110.094237,1129.263211,1147.795565,1146.517724,1141.720086,1135.345909,1130.556844,1139.887206,1177.874303,1208.935479,1244.431646,1259.57936,1300.087713,1268.078895,1322.916456,1332.118803,1366.538603,,,
Latin America & Caribbean (developing only),,,,,,,,,,,,693.772745,720.5303325,760.347501,785.3840387,800.8947709,822.5621534,846.0406897,881.3398952,911.5785537,942.7253683,929.3753729,935.6779392,904.0054228,925.4891735,939.7587613,933.1689798,954.7455552,949.9248565,959.1205162,943.1851799,944.7314554,937.2989759,930.2107887,954.3262446,951.7491513,972.8061085,991.7919474,1002.874303,1004.260446,996.9672004,997.1365494,996.8233958,1010.158635,1033.585699,1055.986959,1073.057837,1098.204104,1128.600875,1101.154438,1148.073144,1165.101056,1192.306921,,,
